101005,d,1210,1422,sassou              
101012,w,1186,1223,dangerflaps         
101023,w,1212,1212,sassou              
101026,d,1343,1228,chessn00b47         
101033,w,1865,1862,japonxino           
101037,b,1852,1852,isachess            
101048,w,1833,1863,cliff_walker        
101055,w,1851,1918,isachess            
101059,d,1844,1861,pogrib              
101064,w,1853,1774,isachess            
101074,w,1910,1862,juncinmestrella     
101080,w,1851,1890,isachess            
101081,d,1840,1860,isachess            
101083,w,1828,1848,zpectral-chess      
101084,w,1855,1858,javier_temperley    
101096,w,1847,1895,isachess            
101101,w,1885,1856,jadesummer          
101103,w,1847,1802,isachess            
101112,d,1856,1847,homayoni            
101117,d,1837,1840,isachess            
101122,d,1806,1848,maxpiz5             
101133,d,1820,1860,philiveykk          
101141,d,1849,1854,isachess            
101142,w,1895,1859,fikr                
101154,d,1965,1866,samdooley           
101159,d,1866,1843,isachess            
101169,d,1866,1835,isachess            
101176,d,1860,1877,dzigibau            
101185,w,1849,1874,edil1800            
101190,d,1865,1835,isachess            
101196,d,1866,1835,isachess            
101207,b,1856,1829,isachess            
101218,w,1845,1846,isachess            
101226,d,1835,1834,isachess            
101234,w,1846,1845,seif22              
101245,d,1917,1845,nicolo97            
101248,d,1790,1858,tajbo4              
101257,d,1847,1871,isachess            
101258,d,1869,1846,turix               
101264,d,1836,1843,isachess            
101274,d,1826,1800,isachess            
101284,d,1267,1283,whfo                
101291,d,1270,1290,taranga             
101302,w,1331,1281,patrizio67          
101308,w,1304,1292,piroz_xucestih      
101310,d,1293,1305,piroz_xucestih      
101311,w,1308,1317,lelik3310           
101316,d,1305,1296,taranga             
101328,d,1305,1000,taranga             
101338,d,1466,1293,vikrant_dalvi       
101340,w,1500,1299,xapoh               
101351,w,1288,1232,taranga             
101353,d,2108,1289,hknight_chess       
101360,w,1431,1289,blassterkal         
101364,w,1806,1289,striker123          
101373,w,1289,1311,taranga             
101384,d,1289,1431,taranga             
101394,d,1484,1289,andreas636          
101405,d,1810,1289,armourbuddy         
101412,d,1289,1806,taranga             
101416,w,1289,1500,taranga             
101428,w,1409,1297,moon50              
101434,w,1280,1485,taranga             
101446,w,1280,1211,taranga             
101458,d,1280,1211,taranga             
101469,d,1765,1281,naoufel             
101481,d,1454,1288,moon50              
101482,d,1270,1560,taranga             
101493,d,1534,1274,moon50              
101495,d,1259,1663,taranga             
101501,d,1238,1614,taranga             
101509,r,1221,1417,taranga             
101521,d,1732,1222,madara21            
101523,w,1232,1234,hallowdance         
101524,w,1240,1219,taranga             
101530,w,1590,1600,harrygz             
101533,d,1568,1617,rinoooo             
101537,b,1500,1358,dbschultz           
101538,d,1325,1384,robin512            
101546,d,1265,1384,jdominguez          
101554,d,1950,1384,sam7neeee           
101555,w,1377,1249,thegrim123321       
101562,w,1375,1389,kingestee33         
101569,r,1378,1361,thegrim123321       
101576,d,1371,1261,thegrim123321       
101586,d,1429,1380,brainiac007         
101596,w,1369,1368,thegrim123321       
101608,w,1290,1371,piechess97          
101611,d,1372,1326,thegrim123321       
101620,w,1361,1383,thekingdomcome      
101627,b,1217,1399,rookreversal        
101638,w,1387,1447,thegrim123321       
101639,d,1387,1474,thegrim123321       
101650,w,1377,1351,thegrim123321       
101658,d,1339,1389,dantesmontecristo   
101662,d,1400,1389,gallosantoss        
101667,b,1849,1389,morficle            
101677,d,1378,1395,thegrim123321       
101687,b,1370,1257,thegrim123321       
101699,r,1360,1332,thegrim123321       
101704,w,1311,1360,andre94             
101712,w,1714,1360,lanas2007           
101717,b,1354,1217,thegrim123321       
101724,d,1346,1245,thegrim123321       
101732,w,1346,1099,thegrim123321       
101740,w,1336,1287,thegrim123321       
101744,w,1580,1555,eideral             
101754,d,1580,1555,eideral             
101759,d,1547,1649,eideral             
101767,d,1527,1426,eideral             
101777,d,1547,1557,fva                 
101783,w,1557,1607,eideral             
101790,d,1557,1607,eideral             
101792,w,1557,1632,eideral             
101797,b,1535,1609,au118               
101808,d,1558,1713,eideral             
101819,r,1497,1730,eideral             
101820,w,1437,1552,tca1004             
101823,d,1516,1552,pkgirpade           
101827,b,1513,1456,eideral             
101833,d,1478,1355,eideral             
101841,w,1638,1614,tabellaria          
101843,w,1613,1934,tabellaria          
101850,d,1613,1865,tabellaria          
101856,d,1587,1776,tabellaria          
101858,w,1568,1593,tabellaria          
101863,d,1546,1605,tabellaria          
101867,b,1518,1709,tabellaria          
101874,w,1728,1527,sombragris          
101880,w,1515,1379,tabellaria          
101886,d,1501,1538,jabar72             
101890,d,1516,1511,tabellaria          
101896,d,1495,1464,tabellaria          
101905,w,1470,1475,tabellaria          
101916,d,1440,1490,tabellaria          
101926,w,1611,1974,nadanadora          
101932,d,1945,1611,xtreh               
101935,d,1611,1584,nadanadora          
101937,d,1611,1942,nadanadora          
101943,d,1611,1217,nadanadora          
101955,d,1611,2059,nadanadora          
101962,w,1611,1478,nadanadora          
101965,d,1552,1486,nadanadora          
101971,w,1453,1496,nadanadora          
101973,w,1340,1326,nadanadora          
101985,w,1532,1500,corvusossifragus    
101991,w,1560,1557,doom12384           
101998,d,1577,1571,vektor-mw           
102002,d,1617,1580,eze33               
102004,w,1531,1593,quarks_sparks       
102012,d,1449,1597,lagos16             
102015,w,1743,1604,pepe100             
102016,w,1604,1614,runmael             
102025,d,1605,1550,doom12384           
102031,d,1605,1630,doom12384           
102035,d,1605,1475,doom12384           
102040,w,1605,1475,doom12384           
102044,d,1605,1475,doom12384           
102046,w,1570,1605,augustbecarre       
102053,d,1500,1605,jejeh               
102061,w,1500,1605,jejeh               
102071,w,1605,1500,doom12384           
102078,d,1605,1513,doom12384           
102083,w,1790,1874,ernestillo          
102094,w,1864,1805,bwalmer             
102102,d,1861,1496,bwalmer             
102108,w,1851,1853,bwalmer             
102116,w,1861,1863,spendius            
102123,d,1618,1609,tfeng               
102132,d,1607,1620,tfeng               
102144,d,1496,1621,ilkayus             
102150,d,1581,1633,thesmallbang        
102158,d,1623,1623,tfeng               
102167,b,1612,1614,tfeng               
102179,r,1605,1624,famiss11            
102189,d,1693,1621,bishopkerry01       
102194,d,1684,1631,bishopkerry01       
102197,d,1619,1636,tfeng               
102201,d,1617,1613,kei0075             
102208,d,1495,1627,facurezzo           
102209,r,1480,1643,facurezzo           
102210,w,1631,1652,tfeng               
102222,w,1687,1641,toniors             
102225,w,1630,1638,tfeng               
102237,d,1624,1414,tfeng               
102245,w,1619,1419,tfeng               
102250,d,1659,1629,ewama               
102256,w,1649,1639,ewama               
102261,d,1627,1677,tfeng               
102270,w,1705,1636,fox22634            
102271,d,1635,1647,traverru            
102272,w,1637,1627,tfeng               
102277,b,1626,1631,tfeng               
102278,d,1615,1602,tfeng               
102284,d,1603,1634,tfeng               
102293,d,1591,1611,tfeng               
102294,w,1579,1623,tfeng               
102300,w,1995,1581,hetismogelijk       
102312,d,1569,1589,tfeng               
102324,d,1570,1555,tfeng               
102334,w,1559,1557,tfeng               
102339,r,1546,1571,eyany               
102351,w,1550,1567,dandisd             
102363,w,1560,1419,tfeng               
102367,b,1840,1564,yalicapkini         
102372,d,1549,1660,tfeng               
102377,b,1534,1678,tfeng               
102389,r,1789,1538,tarekjrd            
102397,d,1921,1841,tienc12345          
102407,d,1926,1737,tienc12345          
102409,d,1887,1629,tienc12345          
102411,d,1712,1860,tienc12345          
102420,w,1500,1568,tienc12345          
102425,d,2132,1780,arjunshenoyk        
102434,d,1124,1000,iamasd1             
102439,d,1000,1000,rustam9             
102440,d,1070,1000,b3nszy              
102451,d,1149,1000,bohne               
102457,b,1238,1000,cris865             
102461,d,1000,1247,rustam9             
102464,w,1107,1000,bilabrin            
102474,d,1129,1000,fiksse              
102477,b,1203,1000,raza00              
102479,d,1000,1000,juniohispano        
102482,d,1126,1016,rainbowstream       
102486,d,1025,1153,rustam9             
102492,d,1151,1047,brainsurgery        
102503,d,1016,1000,rustam9             
102507,b,1127,1044,gus247              
102514,w,1020,1200,rustam9             
102517,d,1071,1069,ck666               
102529,d,1071,1068,ck666               
102531,d,1223,1115,davidmcdavidface    
102539,d,1213,1190,danst3rs            
102544,w,1337,1337,sergeares           
102545,d,1500,1500,mijndochterenik2151 
102546,w,1500,1571,olaih85             
102549,d,1866,1367,josepoliutla        
102556,w,1590,1373,lodowy              
102559,d,1667,1377,vitruvio            
102564,d,1358,1558,spikyturtle         
102572,w,1476,1367,rfabian             
102575,d,1469,1376,rfabian             
102582,w,1460,1386,rfabian             
102588,w,1372,1408,spikyturtle         
102598,d,2148,1373,zuzino              
102604,d,1395,1500,jutton1             
102609,r,1382,1414,pllm                
102618,d,1400,1320,jutton1             
102626,w,1383,1330,jutton1             
102638,w,1383,1242,jutton1             
102644,d,1357,1469,jutton1             
102648,w,1000,1357,deekay17            
102660,w,1357,1000,jutton1             
102666,d,1357,1000,jutton1             
102667,d,1588,1691,cagliostro97        
102673,w,1541,1586,cagliostro97        
102678,w,1517,1320,cagliostro97        
102685,w,1569,1569,putin55             
102695,d,1498,1563,cagliostro97        
102706,w,1903,1512,robbm               
102709,r,1612,1450,andrea78            
102715,w,1327,1450,sumipcg             
102725,w,1245,1450,jonikss             
102727,d,1451,1921,energique           
102737,b,1462,1464,mahdifoladi         
102749,r,1450,1486,energique           
102755,w,1439,1418,energique           
102759,d,1500,1728,sreeraman           
102765,w,1547,1563,gardydlshad         
102776,w,1863,1567,sergipechess        
102782,w,1559,1423,kyanh               
102784,d,1611,1570,almanya_online      
102793,w,1562,1582,erhancn             
102798,w,1576,1386,kyanh               
102804,w,1353,1595,hilarious2022       
102807,b,1591,1326,kyanh               
102818,d,1580,1560,kyanh               
102825,d,1574,1727,kyanh               
102830,d,1841,1579,ashis_ch            
102832,d,1558,1877,kyanh               
102838,w,1536,1962,kyanh               
102849,d,1529,1763,kyanh               
102860,d,1515,1590,kyanh               
102870,w,1653,1522,samba_rei           
102880,d,1505,1675,kyanh               
102885,d,1491,1547,kyanh               
102888,d,1399,1507,nightshade7         
102892,d,1641,1502,marianocharly       
102896,d,1496,1703,kyanh               
102902,d,1484,1482,kyanh               
102909,d,1909,1486,timur-30            
102916,w,1919,1488,mat-chess           
102921,d,2192,1488,vikingo31           
102927,b,1470,1684,kyanh               
102933,d,1465,1659,kyanh               
102937,b,1586,1473,gucanni             
102938,w,1548,1488,nickm3              
102942,d,1501,1500,checkerssux         
102950,d,1487,1509,kyanh               
102961,d,1356,1491,jobwoge             
102970,d,1771,1495,stratus22           
102978,w,1529,1639,bud4la              
102990,w,1631,1537,fischerdipper       
102995,d,1621,1546,fischerdipper       
103007,b,1568,1636,puppoo1981          
103018,d,1631,1354,fischerdipper       
103024,w,1626,1384,fischerdipper       
103027,d,1813,1639,dubac___3           
103036,d,1795,1646,hooponopono         
103041,w,1646,1000,fischerdipper       
103052,d,1678,1657,koepkos             
103061,w,1667,1668,koepkos             
103071,d,1599,1683,aloe78              
103077,d,1596,1686,aloe78              
103086,d,1659,1769,fischerdipper       
103094,d,1761,1668,adhen               
103104,w,1752,1677,adhen               
103108,d,1743,1688,adhen               
103109,r,1582,1704,diazbrothers        
103115,w,1693,1666,fischerdipper       
103124,d,1680,1676,fischerdipper       
103126,d,1679,1142,fischerdipper       
103132,w,1678,1148,fischerdipper       
103138,d,1676,1154,fischerdipper       
103147,d,1686,1098,fischerdipper       
103158,d,1685,1102,fischerdipper       
103161,w,1684,1107,fischerdipper       
103167,d,1678,1493,fischerdipper       
103172,w,1525,1693,silviumd            
103184,d,1681,1709,fischerdipper       
103191,d,1699,1692,spinola01           
103192,w,1688,1704,spinola01           
103200,w,1699,1497,fischerdipper       
103205,d,1943,1703,leviatoff           
103209,d,1692,1694,fischerdipper       
103216,d,1696,1564,fischerdipper       
103223,d,1688,1572,fischerdipper       
103234,d,1684,1392,fischerdipper       
103235,d,1696,1707,dinnei              
103237,b,1684,1720,dinnei              
103244,d,1672,1733,dinnei              
103246,w,1721,1736,fischerdipper       
103253,w,1724,1733,koljan              
103258,d,1712,1746,koljan              
103267,b,1741,1496,fischerdipper       
103277,d,1240,1295,blackhat46          
103278,w,1430,1302,fabioamsouza        
103288,d,1248,1302,piedperson          
103298,d,1270,1314,shelob              
103306,w,1445,1314,grafy               
103313,d,1451,1321,ivanchenko-andriy   
103318,w,1300,1333,yorashi             
103322,w,1318,1449,tensors             
103331,d,1303,1450,tensors             
103342,w,1290,1367,tensors             
103343,d,1330,1300,facuuu              
103348,d,1291,1209,tensors             
103356,d,1418,1299,fischerfisch        
103362,w,1814,1299,nf1951              
103367,b,1348,1308,spetsnaz_gm         
103370,d,1366,1318,thinkingmanga63     
103377,b,1324,1329,ineedaname          
103388,d,1187,1345,fran_1991           
103396,d,1149,1352,gambeet21           
103401,d,1350,1429,tensors             
103408,w,1403,1340,pearicetea          
103415,w,1322,1072,tensors             
103418,d,1382,1331,olesam              
103426,w,1373,1341,olesam              
103431,w,1350,1265,anotherchessplayer1 
103436,d,1299,1270,anotherchessplayer1 
103440,w,1223,1282,anotherchessplayer1 
103451,w,1289,1306,eltiago             
103463,d,1268,1007,anotherchessplayer1 
103467,b,1170,1179,bassim              
103477,b,1442,1183,stonedragon         
103488,w,1172,1170,hill_j              
103496,d,1346,1178,armo96              
103497,b,1171,1190,beef_cake           
103504,w,1175,1329,hill_j              
103512,d,1160,1273,hill_j              
103513,w,1154,1000,hill_j              
103524,d,1122,1167,vwhite              
103526,w,1439,1171,virgil777           
103535,w,1245,1170,gabofd              
103537,d,1156,1250,hill_j              
103540,d,1263,1164,martan1208          
103551,d,1251,1173,smashtoblack        
103557,d,1165,1089,hill_j              
103561,w,1278,1173,plengkung           
103566,d,1391,1178,menorca666          
103572,w,1164,1293,hill_j              
103573,w,1353,1170,agarahman           
103584,d,1162,1030,hill_j              
103587,d,1118,1176,bzhvarik            
103598,w,1353,1181,calvelame           
103600,w,1184,1184,joaomatz            
103611,w,1171,1252,hill_j              
103616,w,1157,1234,hill_j              
103627,d,1149,1034,hill_j              
103631,d,1156,1000,hill_j              
103637,b,1142,1226,hill_j              
103648,d,1133,1042,hill_j              
103657,b,1123,1084,hill_j              
103664,w,1247,1122,czungun             
103669,d,1112,1070,hill_j              
103681,w,1099,1173,hill_j              
103687,d,1027,1114,spi2rone            
103699,r,1000,1133,wolfevelyn          
103703,w,1125,1000,hill_j              
103715,w,1242,1125,karfedericol        
103720,d,1234,1133,karfedericol        
103732,d,1127,1000,hill_j              
103733,w,1111,1219,hill_j              
103734,d,1054,1126,safran25            
103744,d,1000,1147,skipskipskop        
103752,d,1141,1000,hill_j              
103754,d,1948,1984,roman12342005       
103759,d,2158,1954,rindu38             
103768,w,2008,1954,thebadfish          
103773,d,2008,1954,thebadfish          
103783,d,1954,2008,roman12342005       
103794,d,2008,1954,thebadfish          
103803,w,2100,1960,gg_easytobeatme_yt  
103810,d,1945,1961,sanmarco            
103816,d,1982,1960,tolia               
103828,d,1899,1974,gholamreza1341      
103834,w,2068,1982,chess_legend_rus    
103841,w,1959,2028,roman12342005       
103844,w,2005,1969,soltan1800          
103855,w,1960,1868,roman12342005       
103856,d,2287,1964,kingscrusher-youtube
103863,d,1914,1965,kingpong            
103873,w,1951,2049,roman12342005       
103878,d,1933,2149,roman12342005       
103882,d,1929,1599,roman12342005       
103893,d,1919,1882,roman12342005       
103896,d,1914,1699,roman12342005       
103904,d,2285,1916,chessmaste          
103915,d,1638,1936,bohlool             
103921,d,1929,1758,roman12342005       
103926,w,1265,1957,elcortez            
103932,w,1954,1578,roman12342005       
103943,w,1984,2050,sheshengy           
103944,d,1627,2050,mr_pablo            
103948,d,2050,1627,total_chess         
103951,d,1627,2050,mr_pablo            
103952,d,2050,1627,total_chess         
103964,d,1617,2050,megatirfan          
103969,r,2050,1852,total_chess         
103980,d,2050,1981,total_chess         
103983,d,1981,2050,superiority         
103993,w,1901,1164,caernarfon          
104003,w,1164,1435,snaek161616         
104007,b,1435,1164,a_raccoon           
104014,w,1164,1435,snaek161616         
104023,d,1901,1164,caernarfon          
104033,d,1228,1245,labg141             
104043,d,1099,1287,snaek161616         
104054,w,1866,1099,caernarfon          
104059,r,1211,1230,alihasanzadeh       
104061,w,1344,1500,diz_stack           
104073,w,1834,1500,caernarfon          
104080,d,1834,1500,caernarfon          
104085,w,1635,1500,regicidal2          
104096,d,1604,1456,dr_perdyllo         
104100,d,1318,1378,alkeal              
104110,d,1487,1500,jordanson           
104113,w,1714,1709,gr8_m8_m8_im_ir8    
104121,w,1613,1729,ferrojimenez        
104133,d,2127,1731,schachlerno         
104141,d,1840,1739,samangan20          
104151,d,1718,1760,gr8_m8_m8_im_ir8    
104155,w,1708,1729,antonio48           
104165,w,1721,1643,gr8_m8_m8_im_ir8    
104177,d,1712,1707,gr8_m8_m8_im_ir8    
104185,d,1662,1170,prabhakarchand1     
104192,w,1261,1237,juddah              
104201,w,1100,1306,ntam                
104208,w,1590,1100,ca-va-lier          
104220,d,1590,1100,ca-va-lier          
104228,d,1000,1302,realmadrid69        
104239,d,1234,1335,dmitry1111          
104247,b,1522,1500,carbon752           
104258,d,2405,2306,chesscarl           
104266,d,2386,2422,chesscarl           
104272,d,2356,2373,chesscarl           
104281,d,2338,2325,chesscarl           
104291,w,2336,1830,chesscarl           
104301,w,2334,1836,chesscarl           
104308,w,2329,2017,chesscarl           
104310,d,2326,1879,chesscarl           
104319,r,2323,1881,chesscarl           
104328,d,2322,1622,chesscarl           
104330,d,2318,1933,chesscarl           
104333,d,2313,1983,chesscarl           
104343,w,2312,1663,chesscarl           
104353,d,2309,1866,chesscarl           
104358,d,2307,1835,chesscarl           
104365,w,2300,2041,chesscarl           
104371,w,2288,2148,chesscarl           
104374,w,2283,1947,chesscarl           
104383,w,2275,2016,chesscarl           
104386,d,2271,1909,chesscarl           
104387,b,2263,2006,chesscarl           
104399,d,2263,1293,chesscarl           
104410,w,2257,1922,chesscarl           
104415,d,2239,2191,chesscarl           
104427,d,2239,1380,chesscarl           
104435,d,2235,1796,chesscarl           
104437,d,2230,1879,chesscarl           
104449,r,2217,2059,chesscarl           
104456,d,2185,2336,chesscarl           
104468,w,2175,1936,chesscarl           
104479,r,2161,1984,chesscarl           
104483,w,2150,1915,chesscarl           
104486,d,2135,1976,chesscarl           
104495,d,2126,1830,chesscarl           
104502,d,2105,2001,chesscarl           
104506,w,2104,1344,chesscarl           
104513,d,2086,1918,chesscarl           
104524,w,2082,1500,chesscarl           
104536,d,2071,1774,chesscarl           
104545,d,2059,1778,chesscarl           
104554,d,2045,1783,chesscarl           
104561,d,2029,1788,chesscarl           
104572,w,1609,2109,oilen1401           
104583,d,2100,1701,chesscarl           
104586,w,2091,1704,chesscarl           
104592,d,2061,1931,chesscarl           
104594,w,1408,1396,knight602           
104596,w,1398,1383,knight602           
104608,w,1387,1399,knight602           
104617,d,1512,1394,bababird            
104629,d,1381,1479,knight602           
104634,w,1371,1374,knight602           
104639,d,1360,1372,knight602           
104650,w,1351,1287,knight602           
104653,d,1265,1209,dkermanns           
104656,d,1820,1221,def--spb            
104657,b,1332,1500,wilk                
104661,d,1369,1528,dbmcdonald          
104672,w,1231,1545,dbmcdonald          
104678,w,1142,1138,dbmcdonald          
104685,d,1264,1263,fatih221b           
104692,w,1392,1500,sotochka            
104695,d,1834,1906,rfqjr               
104696,d,2015,1841,rostfrei            
104701,w,1905,1852,willconquer         
104706,d,1478,1467,bloonfreakster      
104718,w,1478,1500,bloonfreakster      
104730,d,1478,1500,bloonfreakster      
104738,w,1478,1362,bloonfreakster      
104742,w,1478,1490,bloonfreakster      
104744,d,1466,1453,bloonfreakster      
104756,w,1466,1592,bloonfreakster      
104760,w,1466,1582,bloonfreakster      
104770,d,1744,1466,rcatlc              
104782,d,1454,1479,banana_boat         
104793,w,1566,1493,schipio             
104804,d,1421,1454,wachmacher          
104813,w,1444,1465,pv2017              
104816,d,1457,1387,biggleitjiggleit    
104825,d,1447,1417,biggleitjiggleit    
104828,w,1436,1439,riggleitjiggleit    
104839,d,1081,1455,jourapoura          
104841,d,1448,1318,wiggleitjiggleit    
104846,w,1437,1446,wiggleitjiggleit    
104851,d,1436,1448,penguin_lo          
104852,d,1441,1308,wiggleitjiggleit    
104853,d,1851,1708,mirniy86            
104861,d,2260,1960,enialios            
104862,d,2247,1969,enialios            
104866,d,1174,1325,polasara            
104870,d,1500,1325,leaving_at_dawn     
104876,w,1322,1000,theanonymousone     
104885,w,1224,1332,garib33gg           
104896,d,1068,1353,marlowe43           
104898,d,1347,1131,theanonymousone     
104900,d,1340,1197,theanonymousone     
104908,d,1340,1163,theanonymousone     
104913,d,1000,1362,hero100             
104915,w,1348,1381,theanonymousone     
104927,d,1334,1375,theanonymousone     
104930,w,1000,1356,tedcarter           
104940,d,1352,1030,theanonymousone     
104944,w,1352,1408,theanonymousone     
104954,d,1352,2035,theanonymousone     
104962,w,1787,1417,slon-al             
104970,d,1495,1810,shairo08            
104978,d,1797,1783,slon-al             
104983,w,1723,1814,illamola            
104991,d,1806,1645,slon-al             
104997,b,1800,1590,slon-al             
105003,w,1798,1250,slon-al             
105011,d,1791,1602,slon-al             
105022,d,1788,1415,slon-al             
105031,w,1758,1804,w-j                 
105037,d,1889,1815,dalmatinac          
105039,r,1800,1831,slon-al             
105046,w,1820,1814,safin_241           
105055,d,1809,1830,safin_241           
105059,r,1914,1842,sasa1234            
105070,d,1903,1856,sasa1234            
105078,d,2153,2474,happyspyros         
105082,d,2474,2477,amir2002zzz         
105086,w,2469,2216,amir2002zzz         
105095,d,2464,2220,amir2002zzz         
105099,d,2462,1973,amir2002zzz         
105106,d,2465,2384,amir2002zzz         
105110,w,2460,2240,amir2002zzz         
105117,d,2456,2104,amir2002zzz         
105119,d,2449,2301,amir2002zzz         
105127,b,2447,2005,amir2002zzz         
105137,d,2438,2306,amir2002zzz         
105143,w,2432,2213,amir2002zzz         
105149,d,2425,2255,amir2002zzz         
105159,d,2428,2360,amir2002zzz         
105171,d,2421,2208,amir2002zzz         
105178,w,2418,2067,amir2002zzz         
105180,d,2415,2083,amir2002zzz         
105183,w,2409,2182,amir2002zzz         
105192,d,2400,2281,amir2002zzz         
105200,d,2397,2015,amir2002zzz         
105211,d,1371,1426,skorlions28         
105215,d,1476,1437,alex_smite          
105217,b,1719,1679,per1966             
105226,d,1670,1689,per1966             
105234,w,1672,1701,gdf1981             
105236,d,1923,1695,morg1515            
105244,d,1698,1706,ilkerk              
105249,r,1687,1717,ilkerk              
